condition,seed,class,brier,nll,ece,calibration_slope,calibration_intercept,bin_counts
C0_baseline,2026,Hernia,0.04121104826628287,0.22127204072257106,0.19518003334980966,4.382578534736795,-1.564651301114739,"[26, 9247, 6630, 341, 31, 5, 5, 1, 0, 0]"
C1_crop_only,42,Atelectasis,0.16556664913256985,0.517733297480921,0.2957686806269188,3.0076354787152013,-1.4457961187813437,"[0, 0, 2331, 7014, 4463, 1923, 483, 72, 0, 0]"
C1_crop_only,42,Cardiomegaly,0.1071291721132152,0.383971221841747,0.2885986868846249,3.3060871570667465,-2.5063596581845013,"[0, 2239, 6536, 4445, 1998, 790, 240, 38, 0, 0]"
C1_crop_only,42,Effusion,0.16066959467904712,0.5052834494410741,0.29360438047893894,3.176204906445484,-1.8571994891578019,"[0, 15, 3976, 5354, 3165, 2135, 1295, 345, 1, 0]"
C1_crop_only,42,Infiltration,0.24715910710279235,0.6874783112504524,0.3474031740218593,3.3271266042013297,-1.964139985973589,"[0, 0, 0, 393, 6992, 7580, 1319, 2, 0, 0]"
C1_crop_only,42,Mass,0.12085207532931382,0.42028213676274007,0.28724295119980353,3.214409810362157,-1.6117500142859043,"[0, 31, 7273, 5894, 2062, 650, 309, 65, 2, 0]"
C1_crop_only,42,Nodule,0.13755197556094345,0.4594076365069893,0.303186100757706,3.2253764631178012,-1.4430968401910649,"[0, 0, 2721, 10342, 2378, 613, 217, 15, 0, 0]"
C1_crop_only,42,Pneumonia,0.09771646684993257,0.36973511646618784,0.29020940849932464,3.5177901788059645,-1.9188901042976845,"[0, 150, 8784, 6258, 1084, 10, 0, 0, 0, 0]"
C1_crop_only,42,Pneumothorax,0.1205511532145597,0.41730529465763155,0.28239492014552375,2.944762952363134,-1.8861191328026454,"[0, 282, 7758, 4791, 1808, 931, 594, 120, 2, 0]"
C1_crop_only,42,Consolidation,0.12514373873156814,0.42916412624066413,0.29817444257460396,3.267873263143647,-1.5947538896006666,"[0, 68, 6649, 5701, 3382, 484, 2, 0, 0, 0]"
C1_crop_only,42,Edema,0.09069157303164842,0.34458841283032066,0.2637710471605673,3.564713968682675,-2.107879489222572,"[1, 3573, 7014, 3408, 1585, 629, 76, 0, 0, 0]"
C1_crop_only,42,Emphysema,0.08639851009863599,0.33691315739453664,0.2555368977783986,3.0002409449103546,-2.1016766585730147,"[0, 2977, 8087, 3856, 671, 322, 241, 122, 10, 0]"
C1_crop_only,42,Fibrosis,0.0962191563969842,0.36551159429148405,0.28202442204101685,4.160149351526204,-1.286771234007026,"[0, 213, 9282, 5663, 1041, 87, 0, 0, 0, 0]"
C1_crop_only,42,Pleural_Thickening,0.13251091364505685,0.44506369762199827,0.3190086877661796,2.9094967943408294,-2.2758654697726066,"[0, 200, 5467, 6326, 3037, 1176, 80, 0, 0, 0]"
C1_crop_only,42,Hernia,0.03458381896791443,0.1987488243451499,0.17627681077624954,4.997718073067399,-0.3683073662902215,"[384, 11052, 4593, 231, 25, 1, 0, 0, 0, 0]"
C1_crop_only,123,Atelectasis,0.17828980350294024,0.5439114160539873,0.31598411187707237,3.0585476044903883,-1.7887062532381062,"[0, 1, 2184, 5773, 4388, 3107, 758, 75, 0, 0]"
C1_crop_only,123,Cardiomegaly,0.0920856023785204,0.3497165157145833,0.26447506236073925,3.1982413782471526,-1.9913927313878375,"[0, 2898, 7498, 3949, 1320, 462, 132, 27, 0, 0]"
C1_crop_only,123,Effusion,0.14074373607970206,0.45944930026694625,0.2597294042109788,2.9068651390558022,-1.5062027919923213,"[0, 495, 6074, 3819, 2875, 1744, 953, 325, 1, 0]"
C1_crop_only,123,Infiltration,0.2357629162995678,0.66431154091202,0.33382498144357114,2.464843353568086,-1.8099901060244326,"[0, 0, 86, 1734, 7192, 5537, 1588, 149, 0, 0]"
C1_crop_only,123,Mass,0.15976304787408627,0.5059351076257256,0.3473638782365222,3.2541446052775242,-2.524689240661139,"[0, 0, 2061, 7732, 4204, 1541, 534, 195, 19, 0]"
C1_crop_only,123,Nodule,0.1503668025145148,0.4855356647257499,0.3219622398305293,2.914257079763392,-1.952782200643702,"[0, 1, 3177, 7697, 3778, 1218, 377, 38, 0, 0]"
C1_crop_only,123,Pneumonia,0.10738547529374391,0.39350307962065195,0.30765925230504726,4.22765921499003,-1.7214589878004862,"[0, 12, 6463, 8542, 1253, 16, 0, 0, 0, 0]"
C1_crop_only,123,Pneumothorax,0.12676702275147375,0.43127621310361547,0.2913930358209505,3.2095192442325313,-1.9002441865579744,"[0, 174, 6862, 5164, 2396, 1031, 608, 50, 1, 0]"
